ARTNR,"KATNR,C,55","BEZ,C,120",LIEFERANT,"EINHEIT,N,2,0",LIEFERANT1,"EK1,N,9,3","KATNR1,C,55",LIEFERANT2,"EK2,N,9,3","KATNR2,C,55","VGL_ARTNR,C,45","EK,N,9,3","VK,N,9,3","VK_2,N,9,3","VK1,N,9,3","VK2,N,9,3","VK3,N,9,3","VK4,N,9,3","VK1M,N,9,3","VK2M,N,9,3","VK3M,N,9,3","VK4M,N,9,3","ST1,N,4,0","ST2,N,4,0","ST3,N,4,0","ST4,N,4,0","BESTAND,N,10,3","AMIN,N,7,2","AMAX,N,7,2",GRUPPE,"ANGEBOT,L","PROV,N,5,2","EAN,N,13,0","VK_DAT,D","EINGANG,D","VON,D","BIS,D","RA,N,7,2","RAM,N,7,2","ANGWIED,L","SL,L","LF,L","VE,N,6,2","PFAND,N,6,2","MIT_PR,N,7,2","BEM,M","AUS_PLATZ,N,2,0","MWST_VK,N,2,0","MWST_MN,N,2,0","INV_BESTAN,N,9,3","INV_MUST,L","BILD,M","ZIGARETTE,L","DATENBLATT,M","KAFFEE,L","H_HOUR1,N,7,2","H_HOUR2,N,7,2","H_HOUR1M,N,7,2","H_HOUR2M,N,7,2","MWST_EK,N,2,0",KATEGOR,MY_ARTNR,"NOTVISIBLE,L","HERSTELLER,C,35","HERST_NR,C,35","SERNR,M","SAISON,C,35","FARBE,C,85","GROSSE,C,30","LANGE,C,30","GEWICHT,N,10,3","WEBSHOP,L","VK_INFO,M","INV_START,N,10,3","INV_ZAHLEN,N,10,3","INV_ENDE,N,10,3","PROV_SATZ,N,5,2","RESERVIERT,N,10,2","FRENCHSATZ,N,5,2","UVP,N,10,2",INTERNNR,"BEARBGEB,N,7,2","VK_D_VON,D","VK_D_BIS,D","BRAUCH_ET,L","U_RAB,N,5,2",VON_FIL,"AQUER,L","ISNEGATIV,L","GEBRAUCHT,L","TEILBAR,L",LAGERPLATZ,"QRCODE,M","EAN1,N,13,0","EAN2,N,13,0","PV_EINHEIT,N,1,0","PV_INHALT,N,8,3",WAGDIVISOR,"AUTOBESTEL,L","REALWARE,L","MHD,L","STAFF_TEXT,M",GRUPPE2
665,frei,frei,24,1,0,0,,0,0,,,6.2,15.5,13.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,,,9230579111116,04/21/2022,07/27/2012,,,0,0,FALSE,,TRUE,1,0,0,,,1,1,,FALSE,,,,,0,0,0,0,1,0,23113,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,1,FALSE,TRUE,,,0
666,Cranberry,"Kraanbeeren, Cranberry Lik÷r 20% alc. vol.",251,25,0,0,,0,0,,,0.85,4.2,3.621,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,4,,,9404191111117,08/13/2022,07/28/2012,,,0,0,FALSE,,TRUE,1,0,0,,,1,1,,FALSE,,,,,0,0,0,0,1,0,4041,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,TRUE,0,1,FALSE,FALSE,FALSE,TRUE,0,,,,,,1,FALSE,TRUE,,,0
667,elbspot,"Port of Tokyo, Port Gin, 100ml",211,25,0,0,,0,0,,,2.5,8.5,7.14,0,0,0,0,0,0,0,0,0,0,0,0,8.5,0,0,3,,,4260098644388,11/09/2024,08/03/2012,,,0,0,FALSE,,TRUE,100,0,0,,,1,1,,FALSE,,,,,0,0,0,0,1,0,3053,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,TRUE,0,1,FALSE,FALSE,FALSE,TRUE,0,,,,,,1,FALSE,TRUE,,,0
668,5205,"Agaven Balsamico, 5%, 100ml",2,25,0,0,,0,0,,,0.645,3.3,3.08,0,0,0,0,0,0,0,0,0,0,0,0,35.5,50,0,42,,,9105091111114,12/07/2024,08/03/2012,,,0,0,FALSE,,TRUE,50,0,0,,,2,2,,FALSE,,,,,0,0,0,0,2,0,1050,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,TRUE,0,1,FALSE,FALSE,FALSE,TRUE,0,,,,,,1,FALSE,TRUE,,,0
669,5353 W,Blaubeer Aperitif auf Wei▀weinessig,2,25,0,0,,0,0,,,0.75,3.5,3.27,0,0,0,0,0,0,0,0,0,0,0,0,56,50,0,42,,,9105191111113,12/12/2024,08/03/2012,,,0,0,FALSE,,TRUE,50,0,0,,,2,2,,FALSE,,,,,0,0,0,0,2,0,1051,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,TRUE,0,1,FALSE,FALSE,FALSE,TRUE,0,,,,,,1,FALSE,TRUE,,,0
670,5587001,"Alte Marille, 100ml",150,25,0,0,,0,0,,,1.545,5.9,4.96,0,0,0,0,0,0,0,0,0,0,0,0,87,50,0,3,,,9305491111114,12/16/2024,08/06/2012,,,0,0,FALSE,,TRUE,50,0,0,,,1,1,,FALSE,,,,,0,0,0,0,1,0,3054,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,TRUE,0,1,FALSE,FALSE,FALSE,TRUE,0,,,,,,1,FALSE,TRUE,,,0
671,430-123 WK31704,"Royal St³lpdeckelbox, Prõsentkarton mit Sichtfenster, anthrazit, 37x9,5x9,5 cm",296,1,0,0,,0,0,,,3.15,5.5,4.62,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,32,,,8290278111115,10/14/2022,08/07/2012,,,0,0,FALSE,,TRUE,1,0,0,,,1,1,,FALSE,,,,,0,0,0,0,1,0,29027,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,1,FALSE,TRUE,,,0
672,Z165,"Jute Beutel mit Kordel, Jute Sõckchen zum bef³llen, 250x150",3,1,0,0,,0,0,,,0.74,1.8,1.51,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,32,,,9290289111110,12/05/2024,08/07/2012,,,0,0,FALSE,,TRUE,24,0,0,,,1,1,,FALSE,,,,,0,0,0,0,1,0,29028,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,TRUE,0,1,FALSE,FALSE,FALSE,TRUE,0,,,,,,1,FALSE,TRUE,,,0
673,C805900,IHR Servietten - Jolly Hens,159,1,0,0,,0,0,,,1.4,3.5,2.94,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,37,,,686423653605,06/08/2023,08/09/2012,,,0,0,FALSE,,TRUE,1,0,0,,,1,1,,FALSE,,,,,0,0,0,0,1,0,32086,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,1,FALSE,TRUE,,,0
674,IHR,IHR Serviette Papierboote,159,1,0,0,,0,0,,,1.4,3.5,2.94,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,37,,,686423671722,03/22/2024,08/09/2012,,,0,0,FALSE,,TRUE,5,0,0,,,1,1,,FALSE,,,,,0,0,0,0,1,0,32087,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,1,FALSE,TRUE,,,0
675,HS007-eigen,Gourmet Deluxe Prõsentkorb,24,1,0,0,,0,0,,,12.57,36.5,34.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,,,8718317751202,03/01/2023,08/11/2012,,,0,0,FALSE,,TRUE,1,0,0,,,2,2,,FALSE,,,,,0,0,0,0,2,0,24010,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,1,FALSE,TRUE,,,0
676,HS008-eigen,Whisky Lover Prõsentkorb,24,1,0,0,,0,0,,,35.26,95,79.83,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,26,,,8718317751202,12/20/2023,08/17/2012,,,0,0,FALSE,,TRUE,1,0,0,,,1,1,,FALSE,,,,,0,0,0,0,1,0,24011,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,1,FALSE,TRUE,,,0
677,ZGIE▀KANNE27X13,"Deko Gie▀kanne, Zink, Breite 13 cm, Lõnge 27 cm, H÷he 8 cm",26,1,0,0,,0,0,,,3.99,9.5,7.98,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,26,,,8718317751202,05/21/2024,08/23/2012,,,0,0,FALSE,,TRUE,1,0,0,,,1,1,,FALSE,,,,,0,0,0,0,1,0,24012,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,1,FALSE,TRUE,,,0
678,neu W,"Espressotasse mit Untertasse, 55ml, blau, hell",215,1,0,0,,0,0,,,4.17,9.5,7.98,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,48,,,4038719018395,11/20/2024,08/25/2012,,,0,0,FALSE,,TRUE,6,0,0,,,1,1,,FALSE,,,,,0,0,0,0,1,0,351404,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,1,FALSE,TRUE,,,0
679,51882,Fernlands Sauvignon Blanc,124,1,0,0,,0,0,,,5.35,10.9,10.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,,,9421901182106,10/26/2021,08/28/2012,,,0,0,FALSE,,TRUE,1,0,0,,,2,2,,FALSE,,,,,0,0,0,0,2,0,34001,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,TRUE,0,1,FALSE,FALSE,FALSE,TRUE,0,,,,,,1,FALSE,TRUE,,,0
680,050012 W,"Cantina Fontamara Pinot Grigio IGT, 0,75l",124,1,0,0,,0,0,,,3.6,7.9,6.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,,,8004129001407,08/13/2022,08/28/2012,,,0,0,FALSE,,TRUE,1,0,0,,,1,1,,FALSE,,,,,0,0,0,0,1,0,34002,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,TRUE,0,1,FALSE,FALSE,FALSE,TRUE,0,,,,,,1,FALSE,TRUE,,,0
682,1885 W,Cremant d'Alsace Calixte Brut Sekt,5,1,0,0,,0,0,,,8.55,19.9,16.72,0,0,0,0,0,0,0,0,0,0,0,0,25,6,0,18,,,3306999100750,12/10/2024,08/28/2012,,,0,0,FALSE,,TRUE,6,0,0,,,1,1,,FALSE,,,,,0,0,0,0,1,0,17004,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,1,FALSE,TRUE,,,0
683,990012 W,Gew³rzstõnder Spice Pack 4er Stõnder,158,1,0,0,,0,0,,,1.25,2.9,2.44,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,32,,,4025885481641,12/14/2024,09/01/2012,,,0,0,FALSE,,TRUE,10,0,0,,,1,1,,FALSE,,,,,0,0,0,0,1,0,29029,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,1,FALSE,TRUE,,,0
684,35458,"Prõsentkorb, Pappe, braun, Box Mini, 90x90x75",222,1,0,0,,0,0,,,0.44,1.5,1.261,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,32,,,4025885391025,10/11/2024,09/01/2012,,,0,0,FALSE,,TRUE,1,0,0,,,1,1,,FALSE,,,,,0,0,0,0,1,0,29030,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,TRUE,0,1,FALSE,FALSE,FALSE,TRUE,0,,,,,,1,FALSE,TRUE,,,0
685,35459,"Prõsentkorb Pappe, braun, Box Mittel, 110x110x95",222,1,0,0,,0,0,,,0.58,1.9,1.6,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,32,,,8716525482697,03/18/2024,09/01/2012,,,0,0,FALSE,,TRUE,1,0,0,,,1,1,,FALSE,,,,,0,0,0,0,1,0,29031,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,TRUE,0,1,FALSE,FALSE,FALSE,TRUE,0,,,,,,1,FALSE,TRUE,,,0
686,Schachtel 100g,"Pralinenschachtel, schwarz f³r 100g",222,1,0,0,,0,0,,,0.85,1.5,1.261,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,32,,,4025885388285,05/10/2022,09/01/2012,,,0,0,FALSE,,TRUE,1,0,0,,,1,1,,FALSE,,,,,0,0,0,0,1,0,29032,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,TRUE,0,1,FALSE,FALSE,FALSE,TRUE,0,,,,,,1,FALSE,TRUE,,,0
687,Frei,frei,24,1,0,0,,0,0,,,4.16,9.9,8.32,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,,,9220069111115,09/05/2022,09/06/2012,,,0,0,FALSE,,TRUE,1,0,0,,,1,1,,FALSE,,,,,0,0,0,0,1,0,22006,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,1,FALSE,TRUE,,,0
688,DB,"Weihnachtsbecher Tannenbaum mit Teesieb und Deckel, Set 3tlg.",198,1,0,0,,0,0,,,6.5,14.5,12.185,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,26,,,9240139111111,12/10/2019,09/06/2012,,,0,0,FALSE,,TRUE,1,0,0,,,1,1,,FALSE,,,,,0,0,0,0,1,0,24013,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,TRUE,0,1,FALSE,FALSE,FALSE,TRUE,0,,,,,,1,FALSE,TRUE,,,0
689,1247,Dorica-Flasche 500 ml,2,1,0,0,,0,0,,,0.8,2.7,2.269,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,,,9506691111113,08/19/2021,09/06/2012,,,0,0,FALSE,,TRUE,1,0,0,,,1,1,,FALSE,,,,,0,0,0,0,1,0,5066,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,TRUE,0,1,FALSE,FALSE,FALSE,TRUE,0,,,,,,1,FALSE,TRUE,,,0
690,5515 W,"Pasta Íl, 100ml",2,25,0,0,,0,0,,,0.695,3.5,3.27,0,0,0,0,0,0,0,0,0,0,0,0,166,50,0,2,,,4013149123116,12/16/2024,09/06/2012,,,0,0,FALSE,,TRUE,50,0,0,,,2,2,,FALSE,,,,,0,0,0,0,2,0,2035,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,TRUE,0,1,FALSE,FALSE,FALSE,TRUE,0,,,,,,1,FALSE,TRUE,,,0
691,frei,frei,24,25,0,0,,0,0,,,0.85,3.2,2.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,9203691111111,12/18/2020,09/06/2012,,,0,0,FALSE,,TRUE,1,0,0,,,2,2,,FALSE,,,,,0,0,0,0,2,0,2055,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,TRUE,0,1,FALSE,FALSE,FALSE,TRUE,0,,,,,,1,FALSE,TRUE,,,0
692,T&Co,Porzellanbecher in Spieluhr Dose,198,1,0,0,,0,0,,,6,8.5,7.14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,26,,,9240149111118,12/21/2021,09/08/2012,,,0,0,FALSE,,TRUE,1,0,0,,,1,1,,FALSE,,,,,0,0,0,0,1,0,24014,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,TRUE,0,1,FALSE,FALSE,FALSE,TRUE,0,,,,,,1,FALSE,TRUE,,,0
693,Njord eigen,"Gin Rose Njord Geschenkbox, Signature Cocktil Gilft Box",292,1,0,0,,0,0,,,35,72.5,60.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,,5713629000652,06/04/2024,09/10/2012,,,0,0,FALSE,,TRUE,1,0,0,,,1,1,,FALSE,,,,,0,0,0,0,1,0,3055,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,1,FALSE,TRUE,,,0
694,eigen_700ml,"ORIGIN Gin 43% 0,7l Flasche",24,1,0,0,,0,0,,,16.61,45,37.815,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,,,674386754446,11/02/2021,09/10/2012,,,0,0,FALSE,,TRUE,1,0,0,,,1,1,,FALSE,,,,,0,0,0,0,1,0,3056,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,TRUE,0,1,FALSE,FALSE,FALSE,TRUE,0,,,,,,1,FALSE,TRUE,,,0
695,frei,frei,24,1,0,0,,0,0,,,3.95,9.5,8.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,,,8130148111114,10/30/2023,09/13/2012,,,0,0,FALSE,,TRUE,6,0,0,,,2,2,,FALSE,,,,,0,0,0,0,2,0,13014,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,1,FALSE,TRUE,,,0
696,SA131 W,"Tomaten Curry Sauce mit Orange, 245 ml",3,1,0,0,,0,0,,,3.45,7.9,7.38,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,14,,,4251228912682,12/12/2024,09/13/2012,,,0,0,FALSE,,TRUE,6,0,0,,,2,2,,FALSE,,,,,0,0,0,0,2,0,13015,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,1,FALSE,TRUE,,,0
697,SA145 W,"Tr³ffel Chili Sauce, 245ml",3,1,0,0,,0,0,,,4.45,9.8,9.16,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,14,,,4251228984085,07/06/2024,09/13/2012,,,0,0,FALSE,,TRUE,6,0,0,,,2,2,,FALSE,,,,,0,0,0,0,2,0,13016,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,1,FALSE,TRUE,,,0
698,5200,Glasflasche Aqua,78,1,0,0,,0,0,,,8.3,24,20.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,,,9506791111112,10/05/2018,09/13/2012,,,0,0,FALSE,,TRUE,1,0,0,,,1,1,,FALSE,,,,,0,0,0,0,1,0,5067,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,TRUE,0,1,FALSE,FALSE,FALSE,TRUE,0,,,,,,1,FALSE,TRUE,,,0
699,Flasche Ikea 1 Liter,B³gelverschlussflasche 1000ml,24,1,0,0,,0,0,,,1.99,4,3.361,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,,,9506891111111,04/30/2018,09/14/2012,,,0,0,FALSE,,TRUE,1,0,0,,,1,1,,FALSE,,,,,0,0,0,0,1,0,5068,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,TRUE,0,1,FALSE,FALSE,FALSE,TRUE,0,,,,,,1,FALSE,TRUE,,,0
700,92118,"Schutzengel, ""Ich pass auf dich auf"", silber, 1,5 x 2cm",18,1,0,0,,0,0,,,3.2,7.95,6.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,,,4045289921185,09/28/2024,09/14/2012,,,0,0,FALSE,,TRUE,6,0,0,,,1,1,,FALSE,,,,,0,0,0,0,1,0,23026,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,1,FALSE,TRUE,,,0
701,L937400,IHR Serviette Emotion Dogs,159,1,0,0,,0,0,,,1.75,4.5,3.78,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,37,,,686423706851,09/04/2024,09/14/2012,,,0,0,FALSE,,TRUE,12,0,0,,,1,1,,FALSE,,,,,0,0,0,0,1,0,32088,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,1,FALSE,TRUE,,,0
702,2201569,"Deko Tulpe im Topf, gestreift, Metall, 50cm",238,1,0,0,,0,0,,,11.85,28.5,23.95,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,25,,,4025885615695,02/06/2024,09/14/2012,,,0,0,FALSE,,TRUE,2,0,0,,,1,1,,FALSE,,,,,0,0,0,0,1,0,23094,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,1,FALSE,TRUE,,,0
703,51488,"Trevoly Becher ""Gold"", Ï 7,2cm, 8,5cm h",18,1,0,0,,0,0,,,5,15.95,13.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,,,4045289514882,10/24/2024,09/14/2012,,,0,0,FALSE,,TRUE,4,0,0,,,1,1,,FALSE,,,,,0,0,0,0,1,0,351456,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,1,FALSE,TRUE,,,0
704,200720,"Ballon Glas Endura, Bordeaux Glas, Libbey, 760ml",24,1,0,0,,0,0,,,2.37,6.5,5.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,,,9230649111114,02/27/2024,09/14/2012,,,0,0,FALSE,,TRUE,6,0,0,,,1,1,,FALSE,,,,,0,0,0,0,1,0,220021,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,1,FALSE,TRUE,,,0
706,30132,"Wondercandle, Wonderstix, gro▀e Wunderkerze, gold",165,1,0,0,,0,0,,,0.85,2.5,2.1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,25,,,4260017388539,11/25/2024,09/14/2012,,,0,0,FALSE,,TRUE,12,0,0,,,1,1,,FALSE,,,,,0,0,0,0,1,0,23056,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,1,FALSE,TRUE,,,0
707,5213,Glasflasche Aqua klein,78,1,0,0,,0,0,,,5.32,14.5,12.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,,,9506991111110,02/09/2024,09/14/2012,,,0,0,FALSE,,TRUE,1,0,0,,,1,1,,FALSE,,,,,0,0,0,0,1,0,5069,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,TRUE,0,1,FALSE,FALSE,FALSE,TRUE,0,,,,,,1,FALSE,TRUE,,,0
708,048,"Galileo, Flasche 500ml mit Holzgriff Korken",124,1,0,0,,0,0,,,3.35,5.3,4.45,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,5,,,9507091111116,12/13/2024,09/14/2012,,,0,0,FALSE,,TRUE,1,0,0,,,1,1,,FALSE,,,,,0,0,0,0,1,0,5070,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,1,FALSE,TRUE,,,0
709,2286,Prõsentdose Natale,78,1,0,0,,0,0,,,6.745,12.5,10.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,25,,,9230669111118,12/22/2018,09/15/2012,,,0,0,FALSE,,TRUE,1,0,0,,,1,1,,FALSE,,,,,0,0,0,0,1,0,23057,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,1,FALSE,TRUE,,,0
710,33001,"Wondercandle, Bienenwachs Bees Candle, Jubilõum, Zahlen  - 1",165,1,0,0,,0,0,,,2.99,7.5,6.3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,25,,,4260017382087,11/26/2024,09/15/2012,,,0,0,FALSE,,TRUE,6,0,0,,,1,1,,FALSE,,,,,0,0,0,0,1,0,23067,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,1,FALSE,TRUE,,,0
711,frei,frei,24,1,0,0,,0,0,,,2.25,4.9,4.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,,,4260178340209,05/10/2021,09/17/2012,,,0,0,FALSE,,TRUE,1,0,0,,,2,2,,FALSE,,,,,0,0,0,0,2,0,10367,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,1,FALSE,TRUE,,,0
712,33002,"Wondercandle, Bienenwachs Bees Candle, Jubilõum, Zahlen  - 2",165,1,0,0,,0,0,,,2.99,7.5,6.3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,25,,,4260017382094,10/23/2024,09/17/2012,,,0,0,FALSE,,TRUE,6,0,0,,,1,1,,FALSE,,,,,0,0,0,0,1,0,23068,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,1,FALSE,TRUE,,,0
713,33003,"Wondercandle, Bienenwachs Bees Candle, Jubilõum, Zahlen  - 3",165,1,0,0,,0,0,,,2.99,7.5,6.3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,25,,,4260017382100,08/21/2024,09/17/2012,,,0,0,FALSE,,TRUE,6,0,0,,,1,1,,FALSE,,,,,0,0,0,0,1,0,23069,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,1,FALSE,TRUE,,,0
714,frei,frei,24,1,0,0,,0,0,,,0.66,2.8,2.62,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,11,,,8103708111114,12/22/2021,09/24/2012,,,0,0,FALSE,,TRUE,38,0,0,,,2,2,,FALSE,,,,,0,0,0,0,2,0,10370,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,TRUE,0,1,FALSE,FALSE,FALSE,TRUE,0,,,,,,1,FALSE,TRUE,,,0
715,4000356,"Kupferlakritz, Lakritz Kugeln salzig, mit Schokolade, 100g",120,1,0,0,,0,0,,,0.995,2.8,2.62,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,11,,,4260201580121,09/28/2024,09/24/2012,,,0,0,FALSE,,TRUE,38,0,0,,,2,2,,FALSE,,,,,0,0,0,0,2,0,10059,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,TRUE,0,1,FALSE,FALSE,FALSE,TRUE,0,,,,,,1,FALSE,TRUE,,,0
716,08268,"Love Cocoa Weihnachtsschokolade, Spekulatius",151,1,0,0,,0,0,,,2.7,5.9,5.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,,,5060561601622,12/29/2022,09/24/2012,,,0,0,FALSE,,TRUE,1,0,0,,,2,2,,FALSE,,,,,0,0,0,0,2,0,10106,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,1,FALSE,TRUE,,,0
717,frei,frei,24,1,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,,,4260201580176,08/27/2018,09/24/2012,,,0,0,FALSE,,TRUE,1,0,0,,,2,2,,FALSE,,,,,0,0,0,0,2,0,10371,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,TRUE,0,1,FALSE,FALSE,FALSE,TRUE,0,,,,,,1,FALSE,TRUE,,,0
