ARTNR,"KATNR,C,55","BEZ,C,120",LIEFERANT,"EINHEIT,N,2,0",LIEFERANT1,"EK1,N,9,3","KATNR1,C,55",LIEFERANT2,"EK2,N,9,3","KATNR2,C,55","VGL_ARTNR,C,45","EK,N,9,3","VK,N,9,3","VK_2,N,9,3","VK1,N,9,3","VK2,N,9,3","VK3,N,9,3","VK4,N,9,3","VK1M,N,9,3","VK2M,N,9,3","VK3M,N,9,3","VK4M,N,9,3","ST1,N,4,0","ST2,N,4,0","ST3,N,4,0","ST4,N,4,0","BESTAND,N,10,3","AMIN,N,7,2","AMAX,N,7,2",GRUPPE,"ANGEBOT,L","PROV,N,5,2","EAN,N,13,0","VK_DAT,D","EINGANG,D","VON,D","BIS,D","RA,N,7,2","RAM,N,7,2","ANGWIED,L","SL,L","LF,L","VE,N,6,2","PFAND,N,6,2","MIT_PR,N,7,2","BEM,M","AUS_PLATZ,N,2,0","MWST_VK,N,2,0","MWST_MN,N,2,0","INV_BESTAN,N,9,3","INV_MUST,L","BILD,M","ZIGARETTE,L","DATENBLATT,M","KAFFEE,L","H_HOUR1,N,7,2","H_HOUR2,N,7,2","H_HOUR1M,N,7,2","H_HOUR2M,N,7,2","MWST_EK,N,2,0",KATEGOR,MY_ARTNR,"NOTVISIBLE,L","HERSTELLER,C,35","HERST_NR,C,35","SERNR,M","SAISON,C,35","FARBE,C,85","GROSSE,C,30","LANGE,C,30","GEWICHT,N,10,3","WEBSHOP,L","VK_INFO,M","INV_START,N,10,3","INV_ZAHLEN,N,10,3","INV_ENDE,N,10,3","PROV_SATZ,N,5,2","RESERVIERT,N,10,2","FRENCHSATZ,N,5,2","UVP,N,10,2",INTERNNR,"BEARBGEB,N,7,2","VK_D_VON,D","VK_D_BIS,D","BRAUCH_ET,L","U_RAB,N,5,2",VON_FIL,"AQUER,L","ISNEGATIV,L","GEBRAUCHT,L","TEILBAR,L",LAGERPLATZ,"QRCODE,M","EAN1,N,13,0","EAN2,N,13,0","PV_EINHEIT,N,1,0","PV_INHALT,N,8,3",WAGDIVISOR,"AUTOBESTEL,L","REALWARE,L","MHD,L","STAFF_TEXT,M",GRUPPE2
4622,50212,"Bardolino, 2022, Italien, 0,75l",124,1,0,,,0,,,,4.3,10.8,9.08,,,,,,,,,0,0,0,0,7,0,0,40,FALSE,,8003373091301,12/02/2024,07/17/2024,,,0,0,FALSE,,TRUE,6,0,0,,,1,1,,FALSE,,,,,0,0,0,0,1,0,34181,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,0,FALSE,TRUE,,,0
4623,50242,"Amarone della Valpolicella. 2019, Italien, 0,75l",124,1,0,,,0,,,,18.8,43.5,36.56,,,,,,,,,0,0,0,0,3,0,0,40,FALSE,,8003373140856,12/16/2024,07/17/2024,,,0,0,FALSE,,TRUE,6,0,0,,,1,1,,FALSE,,,,,0,0,0,0,1,0,34182,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,0,FALSE,TRUE,,,0
4624,57742,"Pisano Tannat, Cremant rot, Uruguay, 0,75l",124,14,0,,,0,,,,16.4,45,37.82,,,,,,,,,0,0,0,0,7,0,0,18,FALSE,,7730437000474,11/15/2024,07/17/2024,,,0,0,FALSE,,TRUE,6,0,0,,,1,1,,FALSE,,,,,0,0,0,0,1,0,17039,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,0,FALSE,TRUE,,,0
4625,215191,"Kuscheltier ""M÷we""",309,1,0,,,0,,,,22.91,54.8,46.05,,,,,,,,,0,0,0,0,0,0,0,49,FALSE,,636997268071,08/15/2024,07/20/2024,,,0,0,FALSE,,TRUE,1,0,0,,,1,1,,FALSE,,,,,0,0,0,0,1,0,380223,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,TRUE,0,1,FALSE,FALSE,FALSE,TRUE,0,,,,,,0,FALSE,TRUE,,,0
4626,17095,"Cozy Time Thermo Becher ""Daily Break"", Ï 8cm, 10.5 cm h",18,1,0,,,0,,,,7.3,17.95,15.08,,,,,,,,,0,0,0,0,4,0,0,48,TRUE,,4045289170958,12/14/2024,07/22/2024,,,0,0,FALSE,,TRUE,4,0,0,,,1,1,,FALSE,,,,,0,0,0,0,1,0,351671,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,0,FALSE,TRUE,,,48
4627,17824,"Raumpoesie Kerzenhalter Ï 6cm, 7,5cm h",18,1,0,,,0,,,,8.2,19.95,16.77,,,,,,,,,0,0,0,0,3,0,0,43,FALSE,,4045289178244,12/09/2024,07/22/2024,,,0,0,FALSE,,TRUE,4,0,0,,,1,1,,FALSE,,,,,0,0,0,0,1,0,37339,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,0,FALSE,TRUE,,,0
4628,17996,"Raumpoesie Teelichthalter, 157 6,5cm, 7cm h",18,1,0,,,0,,,,8.2,19.95,16.77,,,,,,,,,0,0,0,0,4,0,0,43,FALSE,,4045289179968,,07/22/2024,,,0,0,FALSE,,TRUE,4,0,0,,,1,1,,FALSE,,,,,0,0,0,0,1,0,37340,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,0,FALSE,TRUE,,,0
4629,4106,"Duroc Chorizo mit Paprik, mit Sherry verfeinert, Salami, luftgetrocknet, 100g",300,1,0,,,0,,,,2.399,5.8,5.42,,,,,,,,,0,0,0,0,3.1,0,0,50,FALSE,,8429284300507,12/12/2024,07/23/2024,,,0,0,FALSE,,TRUE,15,0,0,,,2,2,,FALSE,,,,,0,0,0,0,2,0,430003,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,FALSE,0,1,FALSE,FALSE,FALSE,TRUE,0,,,,,,0,FALSE,TRUE,,,0
4630,613278,"Grappa Glas, 9cl, A la Carte, Royal Leerdam",215,1,0,,,0,,,,0,0,0,,,,,,,,,0,0,0,0,6,0,0,30,FALSE,,8710964612103,,07/23/2024,,,0,0,FALSE,,TRUE,6,0,0,,,1,1,,FALSE,,,,,0,0,0,0,1,0,220099,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,0,FALSE,TRUE,,,0
4631,17090,"Cozy Time St÷vchen, ""warm moment"", Ï 13,5cm H6cm",18,1,0,,,0,,,,10.2,24.95,20.97,,,,,,,,,0,0,0,0,1,0,0,48,TRUE,,4045289170903,11/16/2024,07/24/2024,,,0,0,FALSE,,TRUE,2,0,0,,,1,1,,FALSE,,,,,0,0,0,0,1,0,351672,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,0,FALSE,TRUE,,,0
4632,17091,"Cozy Time Teekanne ""ich halte dich warm"", Ï 13cm, 10cm h",18,1,0,,,0,,,,29,69.95,58.78,,,,,,,,,0,0,0,0,3,0,0,48,TRUE,,4045289170927,10/29/2024,07/24/2024,,,0,0,FALSE,,TRUE,2,0,0,,,1,1,,FALSE,,,,,0,0,0,0,1,0,351674,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,0,FALSE,TRUE,,,0
4633,17096,"Cozy Time, Tee Tasse mit Deckel ""Luck in a mug"", Ï 8cm, 12cm h",18,1,0,,,0,,,,10.2,24.95,20.97,,,,,,,,,0,0,0,0,7,0,0,48,,,4045289170965,10/21/2024,07/24/2024,,,0,0,FALSE,,TRUE,4,0,0,,,1,1,,FALSE,,,,,0,0,0,0,1,0,351675,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,0,FALSE,TRUE,,,0
4634,17091,"Cozy Time Teekanne ""Beauteaful""",18,1,0,,,0,,,,20.5,49.95,41.98,,,,,,,,,0,0,0,0,1,0,0,48,TRUE,,4045289170910,11/16/2024,07/24/2024,,,0,0,FALSE,,TRUE,2,0,0,,,1,1,,FALSE,,,,,0,0,0,0,1,0,351673,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,0,FALSE,TRUE,,,0
4635,17097,"Cozy Time Tee Tasse mit Deckel ""Gl³cksmoment"", Ï 8cm, 12cm h",18,1,0,,,0,,,,10.2,24.95,20.97,,,,,,,,,0,0,0,0,1,0,0,48,TRUE,,4045289170972,12/04/2024,07/24/2024,,,0,0,FALSE,,TRUE,4,0,0,,,1,1,,FALSE,,,,,0,0,0,0,1,0,351676,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,0,FALSE,TRUE,,,0
4636,17103,"Cozy Time Aufbewahrungsdose ""Tea Lover"", Ï 11cm, 13cm h",18,1,0,,,0,,,,12.2,29.95,25.17,,,,,,,,,0,0,0,0,1,0,0,48,TRUE,,4045289171030,09/25/2024,07/24/2024,,,0,0,FALSE,,TRUE,2,0,0,,,1,1,,FALSE,,,,,0,0,0,0,1,0,351677,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,0,FALSE,TRUE,,,0
4637,17104,"Cozy Time Zuckerdose ""Zucker Sugar Sucre""",18,1,0,,,0,,,,10.2,24.95,20.97,,,,,,,,,0,0,0,0,2,0,0,48,TRUE,,4045289171047,11/11/2024,07/24/2024,,,0,0,FALSE,,TRUE,2,0,0,,,1,1,,FALSE,,,,,0,0,0,0,1,0,351678,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,0,FALSE,TRUE,,,0
4638,17105,"Cozy Time Kõnnchen ""Milch milk lait"", Ï 4,5cm, 8cm h",18,1,0,,,0,,,,4.1,9.95,8.36,,,,,,,,,0,0,0,0,7,0,0,48,,,4045289171054,11/11/2024,07/24/2024,,,0,0,FALSE,,TRUE,4,0,0,,,1,1,,FALSE,,,,,0,0,0,0,1,0,351679,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,0,FALSE,TRUE,,,0
4639,11061,Pl³sch Rucksack Wolle mit Friesennerz,223,1,0,,,0,,,,12.5,29.95,25.17,,,,,,,,,0,0,0,0,0,0,0,49,,,8380224811111,,07/26/2024,,,0,0,FALSE,,TRUE,1,0,0,,,1,1,,FALSE,,,,,0,0,0,0,1,0,380224,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,0,FALSE,TRUE,,,0
4640,92544,"Lichtengel Leuchte, Ï23cm, 41cm h, mit Stecker + Lampenfassung",18,1,0,,,0,,,,59.6,149,125.21,,,,,,,,,0,0,0,0,1,0,0,46,FALSE,,4045289925442,08/29/2024,07/29/2024,,,0,0,FALSE,,TRUE,2,0,0,,,1,1,,FALSE,,,,,0,0,0,0,1,0,40117,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,0,FALSE,TRUE,,,0
4641,0088683,Weihnachtswald Set 4 Stk. silber,18,1,0,,,0,,,,13.95,34.95,29.37,,,,,,,,,0,0,0,0,0,0,0,46,FALSE,,4045289886835,12/13/2024,07/29/2024,,,0,0,FALSE,,TRUE,1,0,0,,,1,1,,FALSE,,,,,0,0,0,0,1,0,40118,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,TRUE,0,1,FALSE,FALSE,FALSE,TRUE,0,,,,,,0,FALSE,TRUE,,,0
4642,0089132,Adventsengel Gold Advent Advent 17x3x7cm Akazie,18,1,0,,,0,,,,7.95,19.95,16.77,,,,,,,,,0,0,0,0,0,0,0,46,FALSE,,4045289891327,09/21/2024,07/29/2024,,,0,0,FALSE,,TRUE,6,0,0,,,1,1,,FALSE,,,,,0,0,0,0,1,0,40119,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,TRUE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,0,FALSE,TRUE,,,0
4643,0089133,Adventsengel Silber mit Sterne 17x3x7cm Akazie,18,1,0,,,0,,,,7.95,19.95,16.77,,,,,,,,,0,0,0,0,0,0,0,46,FALSE,,4045289891334,10/05/2024,07/29/2024,,,0,0,FALSE,,TRUE,1,0,0,,,1,1,,FALSE,,,,,0,0,0,0,1,0,40120,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,TRUE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,0,FALSE,TRUE,,,0
4644,0089840,"Living Wintergeschichten, Figuren Set ""Santa"",  gold 3 Stk.",18,1,0,,,0,,,,8.8,21.95,18.45,,,,,,,,,0,0,0,0,0,0,0,46,FALSE,,4045289898401,11/06/2024,07/29/2024,,,0,0,FALSE,,TRUE,4,0,0,,,1,1,,FALSE,,,,,0,0,0,0,1,0,40121,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,TRUE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,0,FALSE,TRUE,,,0
4645,0089937,"Poesielicht Fuchs gold D.9,5cm H.9cm",18,1,0,,,0,,,,7.95,19.95,16.77,,,,,,,,,0,0,0,0,5,0,0,43,FALSE,,4045289899378,12/12/2024,07/29/2024,,,0,0,FALSE,,TRUE,1,0,0,,,1,1,,FALSE,,,,,0,0,0,0,1,0,37341,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,TRUE,0,1,FALSE,FALSE,FALSE,TRUE,0,,,,,,0,FALSE,TRUE,,,0
4646,0090264,XMAS Serviette december to remember 33x33cm,18,1,0,,,0,,,,1.8,4.5,3.78,,,,,,,,,0,0,0,0,0,0,0,37,FALSE,,4045289902641,11/16/2024,07/29/2024,,,0,0,FALSE,,TRUE,1,0,0,,,1,1,,FALSE,,,,,0,0,0,0,1,0,32230,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,TRUE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,0,FALSE,TRUE,,,0
4647,92283,"xMas Serviette, ""Weihnachtsmann (Bauch)"", 33x33cm",18,1,0,,,0,,,,1.8,4.5,3.78,,,,,,,,,0,0,0,0,6,0,0,37,FALSE,,4045289922830,12/16/2024,07/29/2024,,,0,0,FALSE,,TRUE,6,0,0,,,1,1,,FALSE,,,,,0,0,0,0,1,0,32231,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,0,FALSE,TRUE,,,0
4648,92437,"xMas Serviette, ""Ho Ho Ho(l mir den Wein)"", 25x25cm",18,1,0,,,0,,,,1.6,3.95,3.32,,,,,,,,,0,0,0,0,0,0,0,37,FALSE,,4045289924377,12/09/2024,07/29/2024,,,0,0,FALSE,,TRUE,6,0,0,,,1,1,,FALSE,,,,,0,0,0,0,1,0,32232,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,0,FALSE,TRUE,,,0
4649,92459,"xMas Serviette, ""Alle Jahre wieder"", 25x25cm",18,1,0,,,0,,,,1.6,3.95,3.32,,,,,,,,,0,0,0,0,1,0,0,37,FALSE,,4045289924599,12/11/2024,07/29/2024,,,0,0,FALSE,,TRUE,6,0,0,,,1,1,,FALSE,,,,,0,0,0,0,1,0,32233,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,0,FALSE,TRUE,,,0
4650,92284,"xMas Serviette, ""Winterzeit ist Plõ(u)tzchenzeit"", 33x33cm",18,1,0,,,0,,,,1.8,4.5,3.78,,,,,,,,,0,0,0,0,0,0,0,37,FALSE,,4045289922847,11/30/2024,07/29/2024,,,0,0,FALSE,,TRUE,6,0,0,,,1,1,,FALSE,,,,,0,0,0,0,1,0,32234,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,0,FALSE,TRUE,,,0
4651,92548,"xMas Serviette, ""Ich seh Sterne"", 25x25cm",18,1,0,,,0,,,,1.6,3.95,3.32,,,,,,,,,0,0,0,0,9,0,0,37,FALSE,,4045289925480,12/11/2024,07/29/2024,,,0,0,FALSE,,TRUE,6,0,0,,,1,1,,FALSE,,,,,0,0,0,0,1,0,32235,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,0,FALSE,TRUE,,,0
4652,92487,"Kerzenhalter, Kerzenschõlchen goldene Streifen, Ï 9,4cm",18,1,0,,,0,,,,7,16.95,14.24,,,,,,,,,0,0,0,0,4,0,0,43,FALSE,,4045289924872,,07/29/2024,,,0,0,FALSE,,TRUE,4,0,0,,,1,1,,FALSE,,,,,0,0,0,0,1,0,37342,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,0,FALSE,TRUE,,,0
4653,92346,"Sternbilder Licht ""kleiner Wagen"", Kerzenhalter, Ï 10cm",18,1,0,,,0,,,,6.2,14.95,12.56,,,,,,,,,0,0,0,0,4,0,0,43,FALSE,,4045289923462,10/05/2024,07/29/2024,,,0,0,FALSE,,TRUE,6,0,0,,,1,1,,FALSE,,,,,0,0,0,0,1,0,37345,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,0,FALSE,TRUE,,,0
4654,92526,"Lichtobjekt ""Dorf"", Porzellan + Holz",18,1,0,,,0,,,,20.3,49.95,41.98,,,,,,,,,0,0,0,0,0,0,0,46,FALSE,,4045289925268,08/20/2024,07/29/2024,,,0,0,FALSE,,TRUE,2,0,0,,,1,1,,FALSE,,,,,0,0,0,0,1,0,40122,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,0,FALSE,TRUE,,,0
4655,92436,"xMas Serviette, ""Weihnachtsgedicht"", 33x33cm",18,1,0,,,0,,,,1.8,4.5,3.78,,,,,,,,,0,0,0,0,0,0,0,37,FALSE,,4045289924360,11/02/2024,07/29/2024,,,0,0,FALSE,,TRUE,6,0,0,,,1,1,,FALSE,,,,,0,0,0,0,1,0,32236,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,0,FALSE,TRUE,,,0
4656,90327,"Lichtobjekt ""Kirche"", Porzellan * Holz",18,1,0,,,0,,,,10,22.96,19.29,,,,,,,,,0,0,0,0,3,0,0,46,FALSE,,4045289903273,12/02/2024,07/29/2024,,,0,0,FALSE,,TRUE,4,0,0,,,1,1,,FALSE,,,,,0,0,0,0,1,0,40123,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,0,FALSE,TRUE,,,0
4657,92316,"Schneetag Servierplatte ""Schneelandschaft"", 40x19cm",18,1,0,,,0,,,,20.1,49.95,41.98,,,,,,,,,0,0,0,0,1,0,0,46,FALSE,,4045289923165,08/17/2024,07/29/2024,,,0,0,FALSE,,TRUE,2,0,0,,,1,1,,FALSE,,,,,0,0,0,0,1,0,40124,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,0,FALSE,TRUE,,,0
4658,91055,"xMas Serviette ""Lieblingsplõtzchen"", 25x25cm",18,1,0,,,0,,,,1.6,3.95,3.32,,,,,,,,,0,0,0,0,0,0,0,37,FALSE,,4045289910554,12/06/2024,07/29/2024,,,0,0,FALSE,,TRUE,6,0,0,,,1,1,,FALSE,,,,,0,0,0,0,1,0,32237,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,0,FALSE,TRUE,,,0
4659,92485,"Kerzenhalter, Kerzenschõlchen goldene Punkt-Linien, Ï 9,4cm",18,1,0,,,0,,,,7,16.95,14.24,,,,,,,,,0,0,0,0,0,0,0,43,FALSE,,4045289924858,12/12/2024,07/29/2024,,,0,0,FALSE,,TRUE,1,0,0,,,1,1,,FALSE,,,,,0,0,0,0,1,0,37343,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,0,FALSE,TRUE,,,0
4660,92464,"Mini Porzellankranz ""Ein Herz und eine Seele"", Ï 12cm",18,1,0,,,0,,,,8.2,19.95,16.77,,,,,,,,,0,0,0,0,2,0,0,43,FALSE,,4045289924643,12/13/2024,07/29/2024,,,0,0,FALSE,,TRUE,4,0,0,,,1,1,,FALSE,,,,,0,0,0,0,1,0,37346,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,0,FALSE,TRUE,,,0
4661,92486,"Kerzenhalter, Kerzenschõlchen goldene Punkte, Ï 9,4cm",18,1,0,,,0,,,,7,16.95,14.24,,,,,,,,,0,0,0,0,0,0,0,43,FALSE,,4045289924865,10/29/2024,07/29/2024,,,0,0,FALSE,,TRUE,4,0,0,,,1,1,,FALSE,,,,,0,0,0,0,1,0,37344,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,0,FALSE,TRUE,,,0
4662,92324,"Nuss-Schale ""Harte Schale, weicher Kern"", Ï 19cm, 5cm h",18,1,0,,,0,,,,14.2,34.95,29.37,,,,,,,,,0,0,0,0,2,0,0,43,FALSE,,4045289923240,,07/29/2024,,,0,0,FALSE,,TRUE,2,0,0,,,1,1,,FALSE,,,,,0,0,0,0,1,0,37348,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,0,FALSE,TRUE,,,0
4663,92465,"Mini Porzellankranz ""time to dream"", Ï 12cm, 5cm h",18,1,0,,,0,,,,8.2,19.95,16.77,,,,,,,,,0,0,0,0,-1,0,0,43,FALSE,,4045289924650,12/07/2024,07/29/2024,,,0,0,FALSE,,TRUE,4,0,0,,,1,1,,FALSE,,,,,0,0,0,0,1,0,37347,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,0,FALSE,TRUE,,,0
4664,92423,"xMas Serviette ""Einmal werden wir noch schwach"", 25x25cm",18,1,0,,,0,,,,1.6,3.95,3.32,,,,,,,,,0,0,0,0,-2,0,0,37,FALSE,,4045289924230,12/09/2024,07/30/2024,,,0,0,FALSE,,TRUE,6,0,0,,,1,1,,FALSE,,,,,0,0,0,0,1,0,32238,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,0,FALSE,TRUE,,,0
4665,92302,"Vase Schneeballschlacht, Ï 13cm, 16,5 cm h",18,1,0,,,0,,,,12.2,29.95,25.17,,,,,,,,,0,0,0,0,2,0,0,43,FALSE,,4045289923028,,07/30/2024,,,0,0,FALSE,,TRUE,2,0,0,,,1,1,,FALSE,,,,,0,0,0,0,1,0,37349,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,0,FALSE,TRUE,,,0
4666,92372,"Weihnachts-Ahõnger, gefrostetes Glas, Medaillons, 4er Set",18,1,0,,,0,,,,12.35,29.95,25.17,,,,,,,,,0,0,0,0,4,0,0,46,FALSE,,4045289923721,12/14/2024,07/30/2024,,,0,0,FALSE,,TRUE,6,0,0,,,1,1,,FALSE,,,,,0,0,0,0,1,0,40125,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,0,FALSE,TRUE,,,0
4667,92546,"Vase Hundeschlitten, Ï 14,5 cm, 21,8 cm h",18,1,0,,,0,,,,12,39.95,33.57,,,,,,,,,0,0,0,0,0,0,0,43,FALSE,,4045289925466,,07/30/2024,,,0,0,FALSE,,TRUE,2,0,0,,,1,1,,FALSE,,,,,0,0,0,0,1,0,37350,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,0,FALSE,TRUE,,,0
4668,92362,"Glas Windlicht, gro▀, mit Text, dreisprachig, Ï 15cm, 25cm h",18,1,0,,,0,,,,24.5,59.95,50.38,,,,,,,,,0,0,0,0,2,0,0,43,FALSE,,4045289923622,,07/30/2024,,,0,0,FALSE,,TRUE,2,0,0,,,1,1,,FALSE,,,,,0,0,0,0,1,0,37351,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,0,FALSE,TRUE,,,0
4669,92317,"xMas Serviette ""Schlitten fahren"", 25x25cm",18,1,0,,,0,,,,1.6,3.95,3.32,,,,,,,,,0,0,0,0,0,0,0,37,FALSE,,4045289923172,10/21/2024,07/30/2024,,,0,0,FALSE,,TRUE,6,0,0,,,1,1,,FALSE,,,,,0,0,0,0,1,0,32239,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,0,FALSE,TRUE,,,0
4670,92470,"Wintervase Waldlandschaft, Ï 19cm, 15,5cm h",18,1,0,,,0,,,,24.5,59.95,50.38,,,,,,,,,0,0,0,0,0,0,0,46,FALSE,,4045289924704,11/18/2024,07/30/2024,,,0,0,FALSE,,TRUE,2,0,0,,,1,1,,FALSE,,,,,0,0,0,0,1,0,40126,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,0,FALSE,TRUE,,,0
4671,92303,"Glas Windlicht Schneelandschaft , Ï 19cm, 25,5cm h",18,1,0,,,0,,,,0,79.95,67.19,,,,,,,,,0,0,0,0,4,0,0,46,FALSE,,4045289923035,,07/30/2024,,,0,0,FALSE,,TRUE,2,0,0,,,1,1,,FALSE,,,,,0,0,0,0,1,0,40127,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,0,FALSE,TRUE,,,0
4672,92197,"xMas Serviette ""Der Kl³gere kippt nach"", 25x25cm",18,1,0,,,0,,,,1.6,3.95,3.32,,,,,,,,,0,0,0,0,0,0,0,37,FALSE,,4045289921970,11/16/2024,07/30/2024,,,0,0,FALSE,,TRUE,6,0,0,,,1,1,,FALSE,,,,,0,0,0,0,1,0,32240,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,0,FALSE,TRUE,,,0
