ARTNR;KATNR;BEZ;LIEFERANT;EINHEIT;LIEFERANT1;EK1;KATNR1;LIEFERANT2;EK2;KATNR2;VGL_ARTNR;EK;VK;VK_2;VK1;VK2;VK3;VK4;VK1M;VK2M;VK3M;VK4M;ST1;ST2;ST3;ST4;BESTAND;AMIN;AMAX;GRUPPE;ANGEBOT;PROV;EAN;VK_DAT;EINGANG;VON;BIS;RA;RAM;ANGWIED;SL;LF;VE;PFAND;MIT_PR;BEM;AUS_PLATZ;MWST_VK;MWST_MN;INV_BESTAN;INV_MUST;BILD;ZIGARETTE;DATENBLATT;KAFFEE;H_HOUR1;H_HOUR2;H_HOUR1M;H_HOUR2M;MWST_EK;KATEGOR;MY_ARTNR;NOTVISIBLE;HERSTELLER;HERST_NR;SERNR;SAISON;FARBE;GROSSE;LANGE;GEWICHT;WEBSHOP;VK_INFO;INV_START;INV_ZAHLEN;INV_ENDE;PROV_SATZ;RESERVIERT;FRENCHSATZ;UVP;INTERNNR;BEARBGEB;VK_D_VON;VK_D_BIS;BRAUCH_ET;U_RAB;VON_FIL;AQUER;ISNEGATIV;GEBRAUCHT;TEILBAR;LAGERPLATZ;QRCODE;EAN1;EAN2;PV_EINHEIT;PV_INHALT;WAGDIVISOR;AUTOBESTEL;REALWARE;MHD;STAFF_TEXT;GRUPPE2;
3529;88043009;Schale Ajana, Glas, klein, grau, Ø;293;1;0;0;;0;0;;;18,32;49,9;41,93;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;48;0;0;4,02E+12;17.09.2025;15.03.2023;  .  .    ;  .  .    ;0;0;0;0;1;2;0;0;;0;1;1;0;0;;0;;0;0;0;0;0;1;0;351031;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;0;0;1;0;0;0;0;0;;0;0;0;0;0;0;1;0;;0;
3530;88242009;Schale Ajana, Glas, groß, grün, Ø 30cm;293;1;0;0;;0;0;;;25,67;74,9;62,94;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;48;1;0;4,02E+12;04.10.2025;15.03.2023;  .  .    ;  .  .    ;0;0;0;0;1;2;0;0;;0;1;1;0;0;;0;;0;0;0;0;0;1;0;351032;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;0;0;1;0;0;0;0;0;;0;0;0;0;0;0;1;0;;0;
3531;88243009;Schale Ajana, Glas, klein, grün, Ø;293;1;0;0;;0;0;;;18,32;49,9;41,93;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;48;1;0;4,02E+12;30.07.2025;15.03.2023;  .  .    ;  .  .    ;0;0;0;0;1;2;0;0;;0;1;1;0;0;;0;;0;0;0;0;0;1;0;351033;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;0;0;1;0;0;0;0;0;;0;0;0;0;0;0;1;0;;0;
3532;5059107;Eierbecher saisons sand;293;1;0;0;;0;0;;;3,6;9,9;8,32;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;48;1;0;4,02E+12;01.10.2025;15.03.2023;  .  .    ;  .  .    ;0;0;0;0;1;6;0;0;;0;1;1;0;0;;0;;0;0;0;0;0;1;0;351490;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;0;0;1;0;0;0;0;0;;0;0;0;0;0;0;1;0;;0;
3533;27303175;Schale, Dessertschälchen, eucalyptus saisons, 15cm, 0,35l, handgearbeitetes Steingut;293;1;0;0;;0;0;;;4,737;13,9;11,68;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;48;1;0;8,35E+12;01.10.2025;15.03.2023;  .  .    ;  .  .    ;0;0;0;0;1;6;0;0;;0;1;1;0;0;;0;;0;0;0;0;0;1;0;351491;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;0;0;1;0;0;0;0;0;;0;0;0;0;0;0;1;0;;0;
3534;16233;"Serviette Wann bekomme ich endlich die ganzen..."", 33x33""";18;1;0;0;;0;0;;;1,8;4,5;3,78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37;0;0;4,05E+12;31.01.2025;20.03.2023;  .  .    ;  .  .    ;0;0;0;0;1;6;0;0;;0;1;1;0;0;;0;;0;0;0;0;0;1;0;32099;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;0;0;1;0;0;0;0;0;;0;0;0;0;0;0;1;0;;0;
3535;17265;"Serviette Lass uns einen zwitschern"", 25x25cm""";18;1;0;0;;0;0;;;1,6;3,99;3,35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37;0;0;4,05E+12;19.05.2025;20.03.2023;  .  .    ;  .  .    ;0;0;0;0;1;6;0;0;;0;1;1;0;0;;0;;0;0;0;0;0;1;0;32100;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;0;0;1;0;0;0;0;0;;0;0;0;0;0;0;1;0;;0;
3536;40421;"Grauburgunder Flick Classic"", 12% vol. alc., 1 l Flasche""";124;14;0;0;;0;0;;;5,9;14,5;12,19;0;0;0;0;0;0;0;0;0;0;0;0;2;24;0;40;0;0;4,01E+12;27.09.2025;22.03.2023;  .  .    ;  .  .    ;0;0;0;0;1;6;0;0;;0;1;1;0;0;;0;;0;0;0;0;0;1;0;34117;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;0;0;1;0;0;0;0;0;;0;0;0;0;0;0;1;0;;0;
3537;27130 118;saisons denim, Cappuccino Tasse mit Unterteller, 0,23l;293;1;0;0;;0;0;;;8,2;19,9;16,72;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;48;1;0;4,02E+12;24.05.2025;22.03.2023;  .  .    ;  .  .    ;0;0;0;0;1;6;0;0;;0;1;1;0;0;;0;;0;0;0;0;0;1;0;351492;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;0;0;1;0;0;0;0;0;;0;0;0;0;0;0;1;0;;0;
3538;4005810;Holzspielzeug Segelboot Walroß, Modern Rustic;294;1;0;0;;0;0;;;6,9;18,5;15,55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49;0;0;8,85E+12;06.03.2025;22.03.2023;  .  .    ;  .  .    ;0;0;0;0;1;3;0;0;;0;1;1;0;0;;0;;0;0;0;0;0;1;0;380029;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;0;0;1;0;0;0;0;0;;0;0;0;0;0;0;1;0;;0;
3539;4005629;Holzspielzeug Angel Spiel;294;1;0;0;;0;0;;;10,98;28,5;23,95;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;49;0;0;8,85E+12;20.04.2024;22.03.2023;  .  .    ;  .  .    ;0;0;0;0;1;2;0;0;;0;1;1;0;0;;0;;0;0;0;0;0;1;0;380030;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;0;0;1;0;0;0;0;0;;0;0;0;0;0;0;1;0;;0;
3540;1000262;Holzspielzeug Kaffeemaschine mit Zubehör, kid's concept;294;1;0;0;;0;0;;;21,9;53,5;44,96;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49;0;0;7,34E+12;05.07.2023;22.03.2023;  .  .    ;  .  .    ;0;0;0;0;1;2;0;0;;0;1;1;0;0;;0;;0;0;0;0;0;1;0;380031;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;0;0;1;0;0;0;0;0;;0;0;0;0;0;0;1;0;;0;
3541;4004611;Holzspielzeug Rückziehmaus, diverse Farben, 1 Stück;294;1;0;0;;0;0;;;3,5;8,5;7,14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49;0;0;8,85E+12;28.07.2024;22.03.2023;  .  .    ;  .  .    ;0;0;0;0;1;6;0;0;;0;1;1;0;0;;0;;0;0;0;0;0;1;0;380032;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;0;0;1;0;0;0;0;0;;0;0;0;0;0;0;1;0;;0;
3542;4006060;Holzspielzeug Hubschrauber mit Pilot;294;1;0;0;;0;0;;;5,52;14,5;12,19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49;0;0;8,85E+12;02.04.2024;23.03.2023;  .  .    ;  .  .    ;0;0;0;0;1;1;0;0;;0;1;1;0;0;;0;;0;0;0;0;0;1;0;380033;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;0;0;1;0;0;0;0;0;;0;0;0;0;0;0;1;0;;0;
3543;20457;"Zitronen Gin, Wenn das Häschen dir Zitronen  gibt..."", 500ml Flasche""";244;1;0;0;;0;0;;;24,5;39,9;33,53;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;4,26E+12;18.04.2024;24.03.2023;  .  .    ;  .  .    ;0;0;0;0;1;6;0;0;;0;1;1;0;0;;0;;0;0;0;0;0;1;0;3195;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;0;0;1;0;0;0;0;0;;0;0;0;0;0;0;1;0;;0;
3544;frei;frei;24;1;0;0;;0;0;;;1,1;3,2;2,69;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;0;0;8,20E+12;12.05.2023;24.03.2023;  .  .    ;  .  .    ;0;0;0;0;1;15;0;0;;0;1;1;0;0;;0;;0;0;0;0;0;1;0;20075;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;0;0;1;0;0;0;0;0;;0;0;0;0;0;0;1;0;;0;
3545;C998060;IHR Serviette Cocktails for Him;159;1;0;0;;0;0;;;1,4;3,5;2,94;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;37;0;0;6,86E+11;25.10.2025;27.03.2023;  .  .    ;  .  .    ;0;0;0;0;1;12;0;0;;0;1;1;0;0;;0;;0;0;0;0;0;1;0;32101;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;0;0;1;0;0;0;0;0;;0;0;0;0;0;0;1;0;;0;
3546;xxx;HAPPY BIRTHDAY schwarz-gold, cancake, Brownie;165;1;0;0;;0;0;;;4,99;11,9;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38;0;0;4,26E+12;24.11.2025;28.03.2023;  .  .    ;  .  .    ;0;0;0;0;1;6;0;0;;0;1;1;0;0;;0;;0;0;0;0;0;1;0;33106;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;0;0;1;0;0;0;0;0;;0;0;0;0;0;0;1;0;;0;
3547;neu;AERE Barista's Black, Kaffeelikör mit Kaffe aus der Speicherstadt, 32%, 100ml;181;1;0;0;;0;0;;;1,46;4,9;4,12;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;4;0;0;8,41E+12;29.06.2023;31.03.2023;  .  .    ;  .  .    ;0;0;0;0;1;1;0;0;;0;1;1;0;0;;0;;0;0;0;0;0;1;0;4086;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;1;0;1;0;0;0;1;0;;0;0;0;0;0;0;1;0;;0;
3548;27110 118;saisons denim, Espresso Tasse mit Unterteller, 0,09l;293;1;0;0;;0;0;;;7,05;16,9;14,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48;1;0;4,02E+12;15.11.2025;06.04.2023;  .  .    ;  .  .    ;0;0;0;0;1;6;0;0;;0;1;1;0;0;;0;;0;0;0;0;0;1;0;351493;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;0;0;1;0;0;0;0;0;;0;0;0;0;0;0;1;0;;0;
3549;61887;"Kaffeebecher Du hast drei Wünsche frei""""";291;1;0;0;;0;0;;;7,54;17,9;15,04;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48;1;0;40436516189;29.07.2023;06.04.2023;  .  .    ;  .  .    ;0;0;0;0;1;1;0;0;;0;1;1;0;0;;0;;0;0;0;0;0;1;0;351494;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;1;0;1;0;0;0;1;0;;0;0;0;0;0;0;1;0;;0;
3550;61893;"Kaffeebecher Du bist toll""""";291;1;0;0;;0;0;;;7,54;17,9;15,04;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48;1;0;4043651610;06.06.2023;06.04.2023;  .  .    ;  .  .    ;0;0;0;0;1;1;0;0;;0;1;1;0;0;;0;;0;0;0;0;0;1;0;351495;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;1;0;1;0;0;0;1;0;;0;0;0;0;0;0;1;0;;0;
3551;27231 175;Pastateller, eucalyptus saisons, 21cm handgearbeitetes Steingut;293;1;0;0;;0;0;;;6,573;18,9;15,88;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;48;1;0;4,02E+12;01.10.2025;12.04.2023;  .  .    ;  .  .    ;0;0;0;0;1;6;0;0;;0;1;1;0;0;;0;;0;0;0;0;0;1;0;351496;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;0;0;1;0;0;0;0;0;;0;0;0;0;0;0;1;0;;0;
3552;24280267;Poké Mini Bowl cauliflower, 8cm, 0,08l;293;1;0;0;;0;0;;;2,534;6,9;5,8;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;48;1;0;4,02E+12;05.11.2025;12.04.2023;  .  .    ;  .  .    ;0;0;0;0;1;12;0;0;;0;1;1;0;0;;0;;0;0;0;0;0;1;0;351497;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;0;0;1;0;0;0;0;0;;0;0;0;0;0;0;1;0;;0;
3553;24230267;Poké Fusion Plate cauliflower, 22cm;293;1;0;0;;0;0;;;6,57;17,9;15,04;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;48;1;0;4,02E+12;08.10.2024;12.04.2023;  .  .    ;  .  .    ;0;0;0;0;1;6;0;0;;0;1;1;0;0;;0;;0;0;0;0;0;1;0;351498;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;0;0;1;0;0;0;0;0;;0;0;0;0;0;0;1;0;;0;
3554;24280264;Poké Mini Bowl ocean, 8cm, 0,08l;293;1;0;0;;0;0;;;2,534;6,9;5,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48;1;0;4,02E+12;15.11.2025;12.04.2023;  .  .    ;  .  .    ;0;0;0;0;1;12;0;0;;0;1;1;0;0;;0;;0;0;0;0;0;1;0;351499;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;0;0;1;0;0;0;0;0;;0;0;0;0;0;0;1;0;;0;
3555;53823 970;Holztablett, oval wood, groß, Weidenholz, flacher Rand, 40x25x1,5cm;293;1;0;0;;0;0;;;10,246;27,9;23,45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48;1;0;4,02E+12;02.12.2024;12.04.2023;  .  .    ;  .  .    ;0;0;0;0;1;6;0;0;;0;1;1;0;0;;0;;0;0;0;0;0;1;0;351500;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;0;0;1;0;0;0;0;0;;0;0;0;0;0;0;1;0;;0;
3556;53822 970;Holztablett, oval wood, klein, Weidenholz, ohne Rand, 31x15x1,5 cm;293;1;0;0;;0;0;;;5,47;14,9;12,52;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48;1;0;4,02E+12;19.02.2025;12.04.2023;  .  .    ;  .  .    ;0;0;0;0;1;6;0;0;;0;1;1;0;0;;0;;0;0;0;0;0;1;0;351501;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;0;0;1;0;0;0;0;0;;0;0;0;0;0;0;1;0;;0;
3557;24290267;Poké Fusion Bowl cauliflower, Ø14,5 cm, 0,08l;293;1;0;0;;0;0;;;6,5;15,9;13,36;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;48;1;0;4,02E+12;12.08.2025;12.04.2023;  .  .    ;  .  .    ;0;0;0;0;1;6;0;0;;0;1;1;0;0;;0;;0;0;0;0;0;1;0;351502;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;0;0;1;0;0;0;0;0;;0;0;0;0;0;0;1;0;;0;
3558;536989 970;Wood, Holztablett, rechteckig, 35x27x4,5cm  Weidenholz;293;1;0;0;;0;0;;;17,3;39,9;33,53;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48;1;0;4,02E+12;16.11.2024;12.04.2023;  .  .    ;  .  .    ;0;0;0;0;1;4;0;0;;0;1;1;0;0;;0;;0;0;0;0;0;1;0;351503;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;0;0;1;0;0;0;0;0;;0;0;0;0;0;0;1;0;;0;
3559;78605 420;Tischset, sisal optic, oyster;293;1;0;0;;0;0;;;2,9;8,9;7,48;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;43;1;0;4,02E+12;17.11.2025;12.04.2023;  .  .    ;  .  .    ;0;0;0;0;1;12;0;0;;0;1;1;0;0;;0;;0;0;0;0;0;1;0;37158;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;0;0;1;0;0;0;0;0;;0;0;0;0;0;0;1;0;;0;
3560;78606 420;Tischset, sisal optic, nori;293;1;0;0;;0;0;;;2,9;8,9;7,48;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;43;1;0;4,02E+12;14.06.2025;12.04.2023;  .  .    ;  .  .    ;0;0;0;0;1;12;0;0;;0;1;1;0;0;;0;;0;0;0;0;0;1;0;37159;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;0;0;1;0;0;0;0;0;;0;0;0;0;0;0;1;0;;0;
3561;wieder da (auf Kundenwunsch);Geschirrtuch weiss, Hummer rot;188;1;0;0;;0;0;;;3,89;9,9;8,32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35;0;0;4,26E+12;05.12.2024;17.04.2023;  .  .    ;  .  .    ;0;0;0;0;1;6;0;0;;0;1;1;0;0;;0;;0;0;0;0;0;1;0;31060;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;0;0;1;0;0;0;0;0;;0;0;0;0;0;0;1;0;;0;
3562;Luckner 002;Serviette handmade in Hamburg, Unikat Luckner, div. Motive, 1 Stück, Halbleinen;171;1;0;0;;0;0;;;7,5;17,5;14,71;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;37;0;0;8,32E+12;20.07.2023;17.04.2023;  .  .    ;  .  .    ;0;0;0;0;1;1;0;0;;0;1;1;0;0;;0;;0;0;0;0;0;1;0;32102;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;0;0;1;0;0;0;0;0;;0;0;0;0;0;0;1;0;;0;
3563;Luckner 003;Serviette handmade in Hamburg, Unikat Luckner, 8er Set, Halbleinen;171;1;0;0;;0;0;;;60;125;105,04;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;37;0;0;8,32E+12;17.06.2023;17.04.2023;  .  .    ;  .  .    ;0;0;0;0;1;3;0;0;;0;1;1;0;0;;0;;0;0;0;0;0;1;0;32103;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;0;0;1;0;0;0;0;0;;0;0;0;0;0;0;1;0;;0;
3564;37850065;Geschirrtuch, 100% Baumwolle, grenadine;293;1;0;0;;0;0;;;3,89;9,9;8,32;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;35;0;0;4,02E+12;24.10.2025;19.04.2023;  .  .    ;  .  .    ;0;0;0;0;1;6;0;0;;0;1;1;0;0;;0;;0;0;0;0;0;1;0;31061;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;0;0;1;0;0;0;0;0;;0;0;0;0;0;0;1;0;;0;
3565;XXX;Geschirrtuch weiß, Let's tlk about eggs, pink;188;1;0;0;;0;0;;;3,89;9,9;8,32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35;0;0;4,06E+12;11.08.2025;19.04.2023;  .  .    ;  .  .    ;0;0;0;0;1;6;0;0;;0;1;1;0;0;;0;;0;0;0;0;0;1;0;31062;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;0;0;1;0;0;0;0;0;;0;0;0;0;0;0;1;0;;0;
3566;HG005A W;Geschirrtuch grau, Besteck weiss;188;1;0;0;;0;0;;;3,89;9,9;8,32;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;35;0;0;4,26E+12;06.10.2025;19.04.2023;  .  .    ;  .  .    ;0;0;0;0;1;6;0;0;;0;1;1;0;0;;0;;0;0;0;0;0;1;0;31063;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;0;0;1;0;0;0;0;0;;0;0;0;0;0;0;1;0;;0;
3567;15536;"Porzellangeschichten  großer Teller Vögel"", Ø 22cm""";18;1;0;0;;0;0;;;18,3;44,99;37,81;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;43;0;0;4,05E+12;21.08.2025;20.04.2023;  .  .    ;  .  .    ;0;0;0;0;1;2;0;0;;0;1;1;0;0;;0;;0;0;0;0;0;1;0;37119;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;0;0;1;0;0;0;0;0;;0;0;0;0;0;0;1;0;;0;
3568;17074277;"hey! Henkelbecher, Ø 9,5cm, h 9,5cm 0,35l very busy doing nothing""""";293;1;0;0;;0;0;;;5,5;14,9;12,52;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;48;1;0;4,02E+12;19.11.2025;25.04.2023;  .  .    ;  .  .    ;0;0;0;0;1;6;0;0;;0;1;1;0;0;;0;;0;0;0;0;0;1;0;351506;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;0;0;1;0;0;0;0;0;;0;0;0;0;0;0;1;0;;0;
3569;L954010;"IHR Serviette 3 Herzen: Sonne - Meer - Strand""""";159;1;0;0;;0;0;;;1,75;4,5;3,78;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;37;0;0;6,86E+11;24.08.2024;25.04.2023;  .  .    ;  .  .    ;0;0;0;0;1;12;0;0;;0;1;1;0;0;;0;;0;0;0;0;0;1;0;32104;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;0;0;1;0;0;0;0;0;;0;0;0;0;0;0;1;0;;0;
3570;L898966 - Motiv läuft aus, Sonderpreis;IHR Servietten Möwen, Beach Talk, grau;159;1;0;0;;0;0;;;0,88;4,5;3,78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37;0;0;6,86E+11;07.02.2025;25.04.2023;  .  .    ;  .  .    ;0;0;0;0;1;12;0;0;;0;1;1;0;0;;0;;0;0;0;0;0;1;0;32105;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;0;0;1;0;0;0;0;0;;0;0;0;0;0;0;1;0;;0;
3571;SPM 11540;Tischset Leinen, Linen Uni, blue sea;159;1;0;0;;0;0;;;3,35;9,5;7,98;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;43;0;0;6,86E+11;  .  .    ;25.04.2023;  .  .    ;  .  .    ;0;0;0;0;1;6;0;0;;0;1;1;0;0;;0;;0;0;0;0;0;1;0;37120;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;0;0;1;0;0;0;0;0;;0;0;0;0;0;0;1;0;;0;
3572;KST 09305;Kerzenständer, Kerzenhalter, gross, silber, Ø 10 x H 12,5 cm;159;1;0;0;;0;0;;;5,85;14,5;12,19;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;43;0;0;6,86E+11;12.11.2024;25.04.2023;  .  .    ;  .  .    ;0;0;0;0;1;6;0;0;;0;1;1;0;0;;0;;0;0;0;0;0;1;0;37121;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;0;0;1;0;0;0;0;0;;0;0;0;0;0;0;1;0;;0;
3573;KST 09205;Kerzenständer, Kerzenhalter, klein, silber, Ø 10 x H 6,5 cm;159;1;0;0;;0;0;;;5;12,5;10,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43;0;0;6,86E+11;13.09.2025;25.04.2023;  .  .    ;  .  .    ;0;0;0;0;1;6;0;0;;0;1;1;0;0;;0;;0;0;0;0;0;1;0;37122;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;0;0;1;0;0;0;0;0;;0;0;0;0;0;0;1;0;;0;
3574;KST 09390;Kerzenständer, Kerzenhalter, gross, weiß, Ø 10 x H 12,5 cm;159;1;0;0;;0;0;;;5,85;14,5;12,19;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;43;0;0;6,86E+11;17.05.2025;25.04.2023;  .  .    ;  .  .    ;0;0;0;0;1;6;0;0;;0;1;1;0;0;;0;;0;0;0;0;0;1;0;37123;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;0;0;1;0;0;0;0;0;;0;0;0;0;0;0;1;0;;0;
3575;KST 09290;Kerzenständer, Kerzenhalter, klein, weiß, Ø 10 x H 6,5 cm;159;1;0;0;;0;0;;;5;12,5;10,5;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;43;0;0;6,86E+11;13.09.2025;25.04.2023;  .  .    ;  .  .    ;0;0;0;0;1;6;0;0;;0;1;1;0;0;;0;;0;0;0;0;0;1;0;37124;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;0;0;1;0;0;0;0;0;;0;0;0;0;0;0;1;0;;0;
3576;KST 09209;Kerzenständer, Kerzenhalter, klein, gold, Ø 10 x H 6,5 cm;159;1;0;0;;0;0;;;5;12,5;10,5;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;43;0;0;6,86E+11;23.12.2024;25.04.2023;  .  .    ;  .  .    ;0;0;0;0;1;6;0;0;;0;1;1;0;0;;0;;0;0;0;0;0;1;0;37125;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;0;0;1;0;0;0;0;0;;0;0;0;0;0;0;1;0;;0;
3577;440539;"Nosing Glas für Wein, Flavours"", 230ml, Royal Leerdam, Wine Taster""";215;1;0;0;;0;0;;;2,36;6,5;5,46;0;0;0;0;0;0;0;0;0;0;0;0;16;0;0;30;0;0;8,22E+12;22.11.2025;25.04.2023;  .  .    ;  .  .    ;0;0;0;0;1;12;0;0;;0;1;1;0;0;;0;;0;0;0;0;0;1;0;220034;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;0;0;1;0;0;0;0;0;;0;0;0;0;0;0;1;0;;0;
3578;7835 420;Untersetzer für Gläser, Lederoptik, schwarz, 4er Set;293;1;0;0;;0;0;;;2;4,9;4,12;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;43;0;0;4,40E+12;11.08.2025;29.04.2023;  .  .    ;  .  .    ;0;0;0;0;1;12;0;0;;0;1;1;0;0;;0;;0;0;0;0;0;1;0;37126;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;0;0;1;0;0;0;0;0;;0;0;0;0;0;0;1;0;;0;
